Compound ID;InChIKey;SMILES;logS;logP;MW
C177;FNFPHNZQOKBKHN-GFLPKIQLSA-N;O=C(CC(C)(C)C)OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C;-5,51;3,77;460,6
C178;AFFLGGQVNFXPEV-UHFFFAOYSA-N;CCCCCCCCC=C;-5,51;3,92;140,27
C179;POZRVZJJTULAOH-JLTYPPDJSA-N;C#C[C@@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=Cc3c(C[C@]12C)cno3;-5,51;4,22;337,46
C2696;XQCFHQBGMWUEMY-ZPUQHVIOSA-N;NC(=N/N=C(/C=C/c1ccc(o1)[N+](=O)[O-])\C=C\c1ccc(o1)[N+](=O)[O-])N;-5,509;4,49;360,28
C2697;PSGAAPLEWMOORI-PEINSRQWSA-N;O=C1CC[C@]2(C(=C1)[C@@H](C)C[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(OC(=O)C)C(=O)C)C)C;-5,508;4,66;386,52
C2698;YCISZOVUHXIOFY-HKXOFBAYSA-N;CC(=O)O[C@@]1(CC[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2C[C@H](C2=CC(=O)C(=C[C@]12C)Br)F)F)C(=O)COC(=O)C;-5,506;3,46;559,39
C2699;VBEZUCAXMREMFB-UHFFFAOYSA-N;O=C(N(C)C)COC1c2ccccc2CCc2c1cccc2;-5,505;2,98;295,38
C2700;LPWNZMIBFHMYMX-MONHGIHASA-N;OCCN1CCN(CC1)CC/C=C/1\c2ccccc2Sc2c1cc(Cl)cc2.Cl.Cl;-5,505;5,72;473,89
C2701;GUJKBBOGALTPCN-UHFFFAOYSA-N;O=C(CN1CCN(CC1)CC=C(CCC=C(C)C)C)NN=Cc1ccc(o1)[N+](=O)[O-];-5,503;3,74;417,5
C2702;CCDDAZAJRNNGBK-UHFFFAOYSA-N;COc1c(CNCC2CCC(CC2)CNCc2cccc(c2OC)OC)cccc1OC.Cl.Cl;-5,502;6,79;515,51
C2703;ZZHLYYDVIOPZBE-UHFFFAOYSA-N;CN(CC(CN1c2ccccc2Sc2c1cccc2)C)C;-5,501;4,55;298,45
C2704;ZBCOWAGFAVHZHK-UHFFFAOYSA-N;OC(=O)C(=O)[O-].C[NH+](CCCn1c2ccc(cc2c2c1cccc2)Cl)C;-5,5;0,8;376,83
C2705;VZWXXKDFACOXNT-UHFFFAOYSA-N;CCCOCCOC(=O)C1=C(C)NC(=C(C1c1cccc(c1)[N+](=O)[O-])C(=O)OCCOCCC)C;-5,5;4,62;490,55
C2706;HSTXHXGDIVZVPT-UHFFFAOYSA-N;C[S+](Cc1ccccc1)Cc1ccccc1.[O-][N+](=O)[O-];-5,497;3,92;291,37
C2707;MHPZZZZLAQGTHT-UHFFFAOYSA-N;OC(=O)CN(CC(=O)Nc1c(C)cc(c(c1C)Br)C)CC(=O)O;-5,497;1,86;387,23
C2708;WGZDVOJTOGXGTK-LVEZLNDCSA-N;CN1CCN(CC1)CC1COC2(O1)c1ccccc1CCc1c2cccc1.OC(=O)/C=C/C(=O)O.OC(=O)/C=C/C(=O)O;-5,496;1,95;596,63
C2709;ITJJTERMXJOUEE-UHFFFAOYSA-N;CCOC(=O)COc1cc(OCC(=O)OCC)c2c(c1)oc(cc2=O)c1ccccc1;-5,496;3,34;426,42
C2710;SLLVSPMAIZWWJN-WLHGVMLRSA-N;C1CCN(C1)CC1COC2(O1)c1ccccc1OCc1c2cccc1.OC(=O)/C=C/C(=O)O;-5,495;2,94;453,48
C2711;SVWFQLTYQIKJRN-UHFFFAOYSA-N;Clc1ccc2c(c1)C(=O)c1cccnc1CC2;-5,494;3,06;243,69
C2712;QNHULNOOWAGJSS-UHFFFAOYSA-N;CCN(CCOC(=O)C(c1cccc2c1cccc2)Cc1ccco1)CC;-5,494;4,64;365,47
C2713;FRFKVIFCSZBCCB-UHFFFAOYSA-N;Cc1nc(nc(n1)N1CCCCC1)N1CCCCC1;-5,493;2,29;261,37
C1671;ZJJXGWJIGJFDTL-UHFFFAOYSA-N;"Cc1ncc(nc1)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1	";-5,49;4,33;445,54
C2714;VPVJXWSPNRIXTI-UHFFFAOYSA-N;Brc1ccc2c(c1)c(=O)n(c(n2)C)c1ccccc1;-5,489;3,46;315,17
C2715;KGWDUNBJIMUFAP-KVVVOXFISA-N;CCCCCCCC/C=C\CCCCCCCC(=O)O.NCCO;-5,486;5,75;343,54
C2716;FENPQSUAZFQQSO-UHFFFAOYSA-L;CC[N+]1(CCOCC[N+]2(CC)CCCCC2)CCCCC1.[Br-].[Br-];-5,482;-3,03;458,32
C2717;XJIPTXOGXDLVDY-UHFFFAOYSA-N;CCCCCCOc1cccc(c1)NC(=O)OCC[NH+]1CCCCC1.[Cl-];-5,481;1,91;384,94
C2718;RTARBDNVQPTOHY-UHFFFAOYSA-N;CCCCOc1ccc(cc1C)CC(=O)N;-5,481;2,9;221,3
C2719;MFZCIDXOLLEMOO-UHFFFAOYSA-N;O=C(c1cccnc1)OC1C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C(C(C1OC(=O)c1cccnc1)OC(=O)c1cccnc1)OC(=O)c1cccnc1;-5,479;3,72;810,72
C2720;HICFFJZGXWEIHN-UHFFFAOYSA-N;CN(CCCN1c2cc(Cl)ccc2Sc2c1ccc(c2)O)C;-5,479;4,67;334,86
C2721;BTFSCJCNYHKTAH-UHFFFAOYSA-N;COc1cc2c(cc1OC)CC[NH+](C2CCCc1ccc(cc1)Cl)C.[Br-];-5,476;2,07;440,8
C2722;ZJRHNNNACBPWEB-UHFFFAOYSA-N;CN(CCOCCOC(=O)N1c2ccccc2Sc2c1cccc2)C.Cl;-5,475;4,87;394,92
C2723;BIFSHLDUWCDEME-WLHGVMLRSA-N;[O-]C(=O)/C=C/C(=O)O.COc1cc2C[NH+](CCCc3ccc(cc3)Cl)CCc2cc1OC;-5,471;2,88;461,94
C2724;YRKLNGSPBGWYKJ-TYMHPWAKSA-N;CCC(=CCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2)CC.Br;-5,471;6,09;420,43
C180;OFDYMSKSGFSLLM-UHFFFAOYSA-N;CCN(c1c(cc(c(c1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-])CC;-5,469;4,58;322,24
C181;QXAITBQSYVNQDR-ZIOPAAQOSA-N;CN(/C=N/c1ccc(cc1C)C)/C=N/c1ccc(cc1C)C;-5,469;4,87;293,41
C2725;VUFOSBDICLTFMS-UHFFFAOYSA-M;CCCCCCCCCCCCCCCC[N+](CC)(C)C.[Br-];-5,468;3,57;378,47
C2726;LQLQDKBJAIILIQ-UHFFFAOYSA-N;CCCCOC(=O)c1ccc(cc1)C(=O)OCCCC;-5,466;3,6;278,34
C2727;KUDPDOZAPFSKPG-UHFFFAOYSA-N;CCCCCCCCCCCCCCCNCCSS(=O)(=O)O;-5,465;6,67;367,61
C2728;UDDCJZOJJDNAFF-UHFFFAOYSA-L;C[N+]1(CCCCCC[N+]2(C)CCCCC2)CCCCC1.[I-].[I-];-5,462;-2,27;536,32
C2729;XRWZTKSYDDGGAQ-UHFFFAOYSA-N;CN1CCC2=C(C1CCc1ccc(cc1)Cl)CCCC2;-5,462;4,79;289,84
C2730;IKMPWMZBZSAONZ-UHFFFAOYSA-N;Clc1ccc2c(c1)C(=NCC(=S)N2CC(F)(F)F)c1ccccc1F;-5,461;4,53;386,79
C2731;BFCDFTHTSVTWOG-YLJYHZDGSA-N;CCCCCCCCN[C@@H]([C@H](c1ccc(cc1)SC(C)C)O)C;-5,46;5,95;337,56
C182;YQWCIPIEEBVRNY-BRXBUPTESA-N;O[C@H]1C=C[C@H]2[C@@H]1[C@]1(Cl)C(=C([C@]2(C1(Cl)Cl)Cl)Cl)Cl;-5,46;4;354,87
C183;XITQUSLLOSKDTB-UHFFFAOYSA-N;Clc1ccc(c(c1)Cl)Oc1ccc(cc1)[N+](=O)[O-];-5,46;5,22;284,1
C1672;DCOPUUMXTXDBNB-UHFFFAOYSA-N;"OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl	";-5,46;4,44;296,15
C2732;OGQDIIKRQRZXJH-UHFFFAOYSA-N;CNCCCC1c2ccccc2C=Cc2c1cccc2.Cl;-5,459;5,49;299,84
C2733;PFYTUXBMXIBUQI-UHFFFAOYSA-N;CN1CCN(CC1)CCCOC(=O)N1c2ccccc2Sc2c1nccc2;-5,457;3,4;384,5
C2734;GPXLMGHLHQJAGZ-JTDSTZFVSA-N;CCOc1ccc2c(c1C(=O)N[C@@H]1C(=O)N3[C@@H]1SC([C@@H]3C(=O)O)(C)C)cccc2;-5,456;2,81;414,48
C2735;BEZGENOGGHDVMM-UHFFFAOYSA-N;Cc1ccc(cc1)N(C(=O)c1ccccc1N(C(=O)CN1CCCCC1)C)C;-5,455;3,66;379,5
C2736;VJKVHUZOVAWKEB-UHFFFAOYSA-N;CCC1=C(CCC(C1C)C(=O)O)c1ccc(cc1)OC;-5,454;3,99;274,36
C2737;ZPMVNZLARAEGHB-UHFFFAOYSA-N;CN1CCC(=C2c3ccccc3C=Cc3c2cccc3)CC1.Cl;-5,453;5,44;323,86
C2738;NCCJZRNBNATXBI-UHFFFAOYSA-N;CN(CCCC1(OC(c2c1cc(Cl)cc2)(C)C)c1ccccc1)C.Cl;-5,449;5,99;380,35
C2739;AKHXXQAIVSMYIS-UHFFFAOYSA-N;CCCCCC1Nc2cc(c(cc2S(=O)(=O)N1)S(=O)(=O)N)C(F)(F)F;-5,448;5,29;401,43
C2740;QFUYDAGNUJWBSM-UHFFFAOYSA-N;Ic1ccccc1c1ccccc1;-5,448;3,96;280,1
C2741;ACAOEWIACGUWHC-UHFFFAOYSA-N;CC[NH+](CCNC(=O)C1c2ccccc2c2c1cccc2)CC.[Cl-];-5,447;-0,77;344,88
C2742;LIXTXPYJKYXISW-UHFFFAOYSA-N;OC(=O)C(CC(=O)O)(CC(=O)O)O.CN(CC1COC2(O1)c1ccccc1CCc1c2cccc1)C;-5,447;1,71;501,53
C2743;GPLGAQQQNWMVMM-MYAJQUOBSA-N;CN([C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]24[C@H]3CC[C@@H]4[C@@H](N(C2)C)C)C1)C)C;-5,446;4,75;356,59
C2744;LTCPODHLAKFBTK-UHFFFAOYSA-N;Cc1ccc2c(c1)c(C)cc(n2)SCCCCCN1CSCC1.Cl.Cl;-5,446;6,66;419,48
C2745;LSUJEOLKHABULX-UHFFFAOYSA-N;N/C(=[NH+]/CCCC1CCCCC1)/CSSC/C(=[NH+]/CCCC1CCCCC1)/N.[Cl-].[Cl-];-5,445;-2,63;499,65
C2746;YMUSDEONEHBNSI-UHFFFAOYSA-N;N/C(=[NH+]/CCC1CCCCCC1)/CSSC/C(=[NH+]/CCC1CCCCCC1)/N.[Cl-].[Cl-];-5,445;-2,63;499,65
C2747;NQXRQSRTZHDMKI-UHFFFAOYSA-N;N/C(=[NH+]/CC1CCCCCCC1)/CSSC/C(=[NH+]/CC1CCCCCCC1)/N.[Cl-].[Cl-];-5,445;-2,63;499,65
C2748;QPMDKXBBAVQDCB-UHFFFAOYSA-N;CS(=O)(=O)O.CS(=O)(=O)O.CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)S(=O)(=O)N(C)C;-5,445;5,37;638,84
C2749;ZDYPMKZEUSYJQI-LZYBPNLTSA-N;CN(CC/C=C\1/c2ccsc2CCc2c1cccc2)C;-5,443;4,23;283,43
C2750;CPFJLLXFNPCTDW-UHFFFAOYSA-N;CS(=O)(=O)O.CN1C2CCC1CC(C2)OC(c1ccccc1)c1ccccc1;-5,443;4,94;403,54
C2751;OVBPIULPVIDEAO-LBPRGKRZSA-N;OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)NCc1cnc2c(n1)c(=O)nc([nH]2)N;-5,44;1;441,4
C2752;PVEVXUMVNWSNIG-ZEIJNTJCSA-N;CCCC[C@H]1C(=O)O[C@H](C)[C@@H](C(=O)O[C@H]([C@H]1OC(=O)CC(C)C)C)NC(=O)c1cccc(c1O)NC=O;-5,439;3,8;520,57
C2753;PYCJDIVWRGIZJB-UHFFFAOYSA-N;C(NCc1ccccc1)CCC12CC3CC(C2)CC(C1)C3.Cl;-5,436;5,97;319,91
C2754;DDRGWEZDDZXEBZ-UHFFFAOYSA-N;CNCCCC12CC3CC(C1)CC(C2c1ccccc1)C3.Cl;-5,436;5,79;319,91
C2755;FQRHOOHLUYHMGG-BTJKTKAUSA-N;OC(=O)/C=C\C(=O)O.CN(CCCN1c2ccccc2Sc2c1cc(cc2)C(=O)C)C;-5,436;4,22;442,53
C2756;XJAVWLZVPIYJOX-VEIFNGETSA-N;Oc1c(O)ccc2c1c1cccc3c1[C@@H](C2)N(CCc1ccccc1)CC3.Cl;-5,434;5,2;393,91
C2757;AJGPJHWDEKEBDM-UHFFFAOYSA-N;CNCCCC1(OC(c2c1cccc2)(C)C)c1ccc(cc1)Cl.Cl;-5,433;6,04;366,33
C184;NHTGQOXRZFUGJX-UHFFFAOYSA-N;Clc1c(Cl)c(Cl)c(c2c1nccn2)Cl;-5,429;4,24;267,93
C2758;OTEKOJQFKOIXMU-UHFFFAOYSA-N;ClC(c1ccc(cc1)C(Cl)(Cl)Cl)(Cl)Cl;-5,426;5,34;312,84
C2759;SRZOHCZNOHUVHY-UHFFFAOYSA-N;CCCCCC1CCCCN1CCCOC(=O)c1ccccc1;-5,426;4,61;317,47
C2760;RGPLEAOEZZZMJF-UHFFFAOYSA-N;c1ccc(cc1)CNCC1CCC(CC1)COCc1ccccc1.Cl;-5,425;5,99;359,93
C2761;KAERBVZTGPZZHW-UHFFFAOYSA-N;COc1ccc(cc1)Nc1cc(Cl)ccc1C(=O)O;-5,418;3,86;277,7
C2762;YLRCAHBRRAUPEB-BTJKTKAUSA-N;OC(=O)/C=C\C(=O)O.CCNCC1COC2(O1)c1ccccc1C=Cc1c2cccc1;-5,417;3,5;423,46
C2763;SYARWWXCNNFEHU-UHFFFAOYSA-N;O=C1NC(=O)C2(O1)c1ccccc1CCc1c2cccc1;-5,416;2,62;279,29
C2764;OEAROORILQLHRU-UHFFFAOYSA-N;COc1cc2c(cc1OC)CC[NH+](C2C(Cc1ccc(cc1)Cl)C)C.[Br-];-5,416;1,92;440,8
C2765;OPLUFIYYYJLGSI-UHFFFAOYSA-N;COc1cc2c(cc1OC)CC([NH+](C2CCc1ccc(cc1)Cl)C)C.[Br-];-5,416;2,06;440,8
C2766;RZELHTMTJHHEPE-UHFFFAOYSA-N;OC(=O)C(=O)[O-].Fc1ccc2c(c1)c1ccccc1n2CC[NH+]1CCCC1;-5,415;2;372,39
C2767;INOCOTXEWBJWKF-UHFFFAOYSA-N;COc1ccc(cc1OC)C(=O)Nc1cccc2c1CCN(C2)CCc1ccccc1;-5,415;4,57;416,51
C2768;ZXBLMXOUGVRCCH-BUHFOSPRSA-N;O=N/C(=C(\c1ccccc1)/NO)/c1ccccc1;-5,413;3,65;240,26
C2769;XVDWCNBDFUXCCB-UHFFFAOYSA-N;CNCCCC1(CC(c2c1cccc2)(C)C)c1ccccc1.Cl;-5,411;5,85;329,91
C185;OBMLHUPNRURLOK-VHUAIRPZSA-N;O[C@@H]1CC[C@@H]2[C@@]1(C)CC[C@@H]1[C@H]2CC[C@@H]2[C@@]1(C)C[C@@H]1S[C@@H]1C2;-5,409;4,48;306,51
C2770;HODDWHIBEKCKAV-WHQQXFAUSA-N;Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC(=O)c1ccccc1.Cl;-5,409;5,07;397,94
C2771;FNDMLHFDPXQFNX-BTJKTKAUSA-N;CN1CCN(CC1)C1Cc2ccccc2Sc2c1cccc2F.OC(=O)/C=C\C(=O)O;-5,407;3,41;444,52
C2772;BWPIARFWQZKAIA-UHFFFAOYSA-N;CNCCCC1c2ccccc2C=Cc2c1cccc2;-5,403;4,69;263,38
C2773;JJCFRYNCJDLXIK-UHFFFAOYSA-N;CN1CCC(=C2c3ccccc3C=Cc3c2cccc3)CC1;-5,403;4,64;287,4
C2774;RKMAZEUAOKHEOX-UHFFFAOYSA-N;Clc1cnc(c(c1)Cl)SCCCCCCCN1CCSC1.Cl;-5,402;6,18;401,85
C2775;JURKNVYFZMSNLP-UHFFFAOYSA-N;CN(CC/C=C/1\c2ccccc2C=Cc2c1cccc2)C;-5,401;4,55;275,39
C2776;NYUMGRCHKCJLBG-UHFFFAOYSA-N;CC[NH+](CCN1Cc2ccccc2Nc2c1cccc2)CC.[Cl-];-5,4;-0,12;331,88
C186;JHRWWRDRBPCWTF-OLQVQODUSA-N;ClC(C(SN1C(=O)[C@@H]2[C@H](C1=O)CC=CC2)(Cl)Cl)Cl;-5,4;3,46;349,06
C187;WPTCSQBWLUUYDV-UHFFFAOYSA-N;c1ccc2c(c1)nc(cc2)c1ccc2c(n1)cccc2;-5,4;4,45;256,3
C188;XOEUGELJHSUYGP-UHFFFAOYSA-N;CCCCCCCCOC(=O)c1ccc(cc1)N;-5,4;4,37;249,35
C2777;PYYFLHVYSVCZBS-UHFFFAOYSA-N;CCCCCCOc1ccc(cc1)NC(=O)OCC[NH+]1CCCCC1.[Cl-];-5,396;1,91;384,94
C2778;GDKGOXUWEBGZBY-WQTURIIHSA-N;OC[C@@H](CCC(=O)[C@H]([C@H]1C(=O)C[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C)C;-5,396;4,72;430,62
C2779;PVVOWFXFXMECMS-UHFFFAOYSA-N;OS(=O)(=O)SCCNCCCCCCCCCCCc1ccccc1;-5,392;6,34;387,6
C2780;PJWPNDMDCLXCOM-UHFFFAOYSA-N;COc1ccc(cc1)C(=O)Nc1ccccc1CCC1CCCCN1C;-5,391;4,38;352,47
C2781;BPICBUSOMSTKRF-UHFFFAOYSA-N;Cc1cccc(c1NC1=NCCCS1)C;-5,391;2,72;220,33
C2782;KIBVWPFAMGQHER-UHFFFAOYSA-N;OC(=O)CCC(=O)Nc1cc(c2c1c(C)ccc(c2)C(C)C)C;-5,388;4,41;313,39
C2783;SNYIPZNSOUVGTP-UHFFFAOYSA-N;CCN1CCc2c(C1CCc1ccc(cc1)Cl)cc(c(c2)OC)OC;-5,388;4,85;359,89
C2784;OPNGZXISEXVYBU-BTJKTKAUSA-N;OC(=O)/C=C\C(=O)O.COc1ccc2c(c1)C(Cc1c(S2)cccc1)N1CCN(CC1)C;-5,387;3,28;456,56
C2785;TUZIOXPOHMWNKY-UHFFFAOYSA-N;CCCC1(CCN(C1)CCc1ccc(cc1)OC(=O)C)c1cccc(c1)OC(=O)C;-5,384;4,46;409,52
C2786;NHVQLOCTXSMKIX-UHFFFAOYSA-N;CCCC(=O)C1=C(O)C(=C(C(C1=O)(C)C)O)Cc1c(O)c(C)c(c(c1O)C(=O)CCC)O;-5,383;4,24;446,49
C2787;AZLQWGYNKLHVJM-UHFFFAOYSA-N;Brc1cnc(c(c1)Br)OCCCCCCN1CSCC1.Cl;-5,382;5,29;460,66
C2788;ZTISJNYJBMXWHV-AQFVONAPSA-N;O=C1CC2C(C1(CC2)CS(=O)(=O)O)(C)C.Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CCCOc1ccccc1;-5,38;7,21;609,82
C2789;RUDUXQPKMFPBKF-UHFFFAOYSA-N;ClCCN(c1cc(ccc1C)C(=O)N1CCCCC1)CCCl;-5,38;3,84;343,29
C189;BXNANOICGRISHX-UHFFFAOYSA-N;CCOP(=S)(Oc1ccc2c(c1)oc(=O)c(c2C)Cl)OCC;-5,38;5,08;362,77
C190;SJNIEBAPMPLYAB-UHFFFAOYSA-N;CCOP(=S)(Oc1ccc2c(c1)c(C)c(c(=O)o2)Cl)OCC;-5,38;5,08;362,77
C2790;ZUCOHTQQOAJHNH-UHFFFAOYSA-L;CC[N+]1(CCCCCC[N+]2(CC)CCCC2)CCCC1.[Br-].[Br-];-5,378;-2,27;442,32
C2791;OMWQUXGVXQELIX-UHFFFAOYSA-N;S=C=Nc1ccc(cc1)N=C=S;-5,375;3,16;192,26
C2792;DREPSSCSPHCHTF-UHFFFAOYSA-N;CNC(CC12CC3CC(C2c2ccccc2)CC(C1)C3)C.Cl;-5,374;5,79;319,91
C2793;PVNIQBQSYATKKL-UHFFFAOYSA-N;CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC;-5,373;16,43;807,32
C2794;IZKCXJLBEGEZTQ-UHFFFAOYSA-N;COc1ccc(cc1)CN1CCc2c(C1)cccc2NC(=O)c1ccc(c(c1)OC)OC;-5,371;4,53;432,51
C191;PDMMFKSKQVNJMI-RCJFSGHNSA-N;CCC(=O)O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C;-5,369;4,84;344,49
C2795;XILVEPYQJIOVNB-UHFFFAOYSA-N;OCCOCCOC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F;-5,363;3,69;369,34
C2796;AHPNNQWLCKYVLJ-UHFFFAOYSA-N;CCN(CC(=O)N1C(C)(C)CC(CC1(C)C)c1ccccc1)CC;-5,36;4,23;330,51
C192;ZSFUDSWIVAQKEN-UHFFFAOYSA-N;CCn1c2cc(Cl)ccc2[nH]c(=O)c2c1nccc2;-5,36;3,11;273,72
C2797;TYFLIJAGRULBIS-UHFFFAOYSA-N;CCN(CCOC(=O)C1c2ccccc2c2c1cccc2)CC.Cl;-5,359;4,49;345,86
C2798;AJADKUBPAXMBLU-AQFVONAPSA-N;Cc1ccc(cc1)CCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2.Cl;-5,354;5,74;397,98
C2799;KTUXEHNBBHDTPH-UHFFFAOYSA-N;COc1ccc2c(c1)c(cc[nH+]2)C(Cc1[nH+]ccc2c1cccc2)O.[Cl-].[Cl-];-5,352;-3,09;403,3
C2800;ZILPIBYANAFGMS-UHFFFAOYSA-N;CCC(N(C(CC)C)CC(c1cccn1Cc1ccccc1Cl)O)C;-5,35;5,12;362,94
C193;RQZAXGRLVPAYTJ-MPKFUAGISA-N;O=C1CC[C@]2(C(=C1)C(=C[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@]2(OC(=O)C)C(=O)C)C)C)C;-5,349;4,58;384,51
C2801;MAIFJEXJCJPOCM-UHFFFAOYSA-N;CCCC[NH+](CCC1(c2ccccc2)C(=O)Oc2c1cccc2)CCCC.[Cl-];-5,346;0,77;401,97
C2802;YVBOFDGPWVOQBW-UHFFFAOYSA-N;O=C(c1ccccc1)NC(c1ccccc1)CCN1CCCCC1.Cl;-5,345;5,16;358,91
C2803;JWKFZZGSPJAEOR-JQRUBDMOSA-N;Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)C/C=C/c1ccccc1.Br;-5,345;6,06;440,42
C2804;CIXDQQGMRYRUQA-JXMROGBWSA-N;CN(c1ccc(cc1)/C=C/c1ccnc2c1cccc2)C;-5,344;4,47;274,36
C2805;BMRIMRMSWCLJIU-YGICXTQQSA-N;Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CCc1ccc(cc1)[N+](=O)[O-].Cl;-5,344;5,86;428,95
C2806;XDIZFCKCCMUFFG-UHFFFAOYSA-N;CCCC(=O)C1=C(O)C(=C(C(C1=O)(C)C)O)Cc1c(OC)cc(c(c1O)C(=O)CCC)O;-5,341;4,23;446,49
C2807;XCSUFOWHYVRFSD-UHFFFAOYSA-N;ClCCN(c1cc(ccc1C)C(=O)OCCN(CC)CC)CCCl.Cl;-5,34;4,58;411,79
C2808;ZBBHBTPTTSWHBA-UHFFFAOYSA-N;COC(=O)C1=C(C)NC(=C(C1c1cccc(c1)[N+](=O)[O-])C(=O)OCCN(Cc1ccccc1)C)C;-5,339;4,53;479,53
C2809;RGLLOUBXMOGLDQ-IVEVATEUSA-N;C[C@]12Cc3nonc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(C)O)C;-5,338;3,78;330,46
C2810;HQKZCEXAHDXKGB-UHFFFAOYSA-N;O=C(N1c2ccccc2Sc2c1cccc2)CNC(C)(C)C.Cl;-5,338;5,46;348,89
C2811;GQVUYVZMHLQIRT-UHFFFAOYSA-N;O=C1CCC2(C(=S)N1)c1ccccc1CCc1c2cccc1;-5,338;3,64;307,41
C2812;ZTDIPPQFTNXLID-UHFFFAOYSA-N;OC(=O)C(=O)O.CN(CC1COC2(O1)c1cc(Cl)ccc1OCc1c2cccc1)C;-5,336;2,57;435,86
C2813;BAAURVHPYJEDOO-UHFFFAOYSA-N;ClCC[NH+](CCOc1ccc(cc1)C)CCOc1ccc(cc1)C.[Cl-];-5,334;-0,11;384,34
C2814;NXWWSYGSSAHNRR-UHFFFAOYSA-N;O=C(N1CC=Cc2c1cccc2)OCc1ccccc1;-5,333;3,92;265,31
C2815;UAIFZXAZKMISDC-HTXNQAPBSA-N;CCCCC/C(=C\c1ccccc1)/C(=O)NCCN(CC)CC;-5,333;4,5;316,48
C2816;YGZNQARMJUWNCM-UHFFFAOYSA-N;COc1ccc2c(c1)n(CC[NH+]1CCCC1)c1c2cccc1.[Cl-];-5,332;1,06;330,85
C194;TUNFSRHWOTWDNC-UHFFFAOYSA-N;CCCCCCCCCCCCCC(=O)O;-5,329;4,77;228,37
C2817;MUQNGPZZQDCDFT-JNQJZLCISA-N;ClCC(=O)[C@@]12OC(O[C@@H]1C[C@@H]1[C@]2(C)C[C@H](O)[C@]2([C@H]1CCC1=CC(=O)CC[C@]21C)F)(C)C;-5,327;3,89;454,96
C2818;BQZRLLBUGAVTNV-BTJKTKAUSA-N;OC(=O)/C=C\C(=O)O.CCCNCC1COC2(O1)c1ccccc1OCc1c2cccc1;-5,326;3,3;441,47
C2819;JZLURVIGARJQHZ-UHFFFAOYSA-N;OC(=O)C(c1ccc2c(c1)ccc1c2cccc1)C;-5,326;4,18;250,29
C2820;KDSPHRIFRARIST-UHFFFAOYSA-N;OC(=O)C(c1cc2ccccc2c2c1cccc2)C;-5,326;4,18;250,29
C2821;BQGDBXHKMJKCKX-UHFFFAOYSA-N;CC(c1ccc2c(c1)c1ccccc1cc2)C(=O)O;-5,326;4,18;250,29
C2822;MQJPEILRVHPFGH-UHFFFAOYSA-N;CN(CCOc1c(C(=O)OCc2ccccc2)c(C)ccc1C(C)C)C;-5,325;4,42;355,47
C2823;WQUKDBHBKGMTDS-WUKNDPDISA-N;CN(Cc1ccc(cc1)[N+](=O)[O-])/N=N/c1ccc(cc1)C(=O)O;-5,323;3,95;314,3
C2824;UZYAHEMKIISOPE-ISLYRVAYSA-N;Cc1ccc(cc1)CN(/N=N/c1ccc(cc1)C(=O)O)C;-5,323;3,82;283,33
C2825;FEBOTPHFXYHVPL-UHFFFAOYSA-N;Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)n1c(=O)[nH]c2c1cccc2;-5,32;3,71;381,44
C2826;AABQVBFXZKSBOW-UHFFFAOYSA-N;CCOC(=O)c1c(C)ccc(c1OCC(=O)OCCN1CCCCC1)C(C)C;-5,318;3,64;391,5
C2827;WNGYDTQZWXGHTI-UHFFFAOYSA-N;N#CCCC(c1nc2c(s1)nc(s2)C(CCC#N)(C)C)(C)C;-5,317;4,92;332,49
